Vardas         Pavarde        ND1	ND2	ND3	ND4	ND5	ND6	ND7	ND8	ND9	ND10	ND11	ND12	ND13	ND14	ND15	Egz.
Vardas224      Pavarde224     5     	3     	6     	4     	3     	10    	8     	8     	1     	8     	1     	6     	6     	6     	2     	6     	
Vardas225      Pavarde225     3     	7     	9     	1     	10    	7     	7     	4     	1     	1     	2     	8     	8     	9     	4     	2     	
Vardas226      Pavarde226     9     	5     	7     	4     	5     	7     	1     	10    	2     	8     	10    	4     	3     	2     	8     	10    	
Vardas227      Pavarde227     1     	10    	1     	9     	1     	5     	8     	10    	6     	2     	10    	5     	5     	8     	9     	2     	
Vardas228      Pavarde228     2     	9     	10    	6     	10    	5     	8     	10    	3     	9     	3     	9     	1     	5     	5     	10    	
Vardas229      Pavarde229     3     	2     	3     	4     	5     	9     	7     	9     	9     	9     	8     	8     	4     	3     	6     	2     	
Vardas230      Pavarde230     10    	6     	8     	4     	7     	8     	4     	9     	10    	3     	3     	7     	6     	2     	7     	2     	
Vardas231      Pavarde231     3     	4     	10    	10    	8     	10    	3     	9     	6     	6     	6     	8     	9     	6     	9     	5     	
Vardas232      Pavarde232     6     	3     	8     	1     	3     	6     	10    	6     	10    	1     	10    	9     	3     	4     	7     	2     	
Vardas233      Pavarde233     10    	3     	5     	7     	6     	4     	6     	2     	6     	7     	2     	10    	10    	10    	6     	1     	
Vardas234      Pavarde234     1     	2     	1     	1     	9     	1     	2     	7     	4     	3     	4     	2     	7     	1     	3     	7     	
Vardas235      Pavarde235     6     	8     	8     	7     	7     	7     	6     	3     	3     	6     	5     	4     	6     	8     	10    	6     	
Vardas236      Pavarde236     1     	4     	3     	1     	10    	3     	4     	4     	3     	6     	10    	3     	3     	7     	5     	7     	
Vardas237      Pavarde237     5     	5     	9     	3     	5     	5     	8     	9     	3     	1     	4     	1     	4     	7     	8     	8     	
Vardas238      Pavarde238     10    	7     	10    	8     	8     	8     	7     	10    	9     	10    	3     	3     	7     	2     	8     	4     	
Vardas239      Pavarde239     10    	9     	2     	8     	9     	3     	9     	2     	3     	3     	7     	7     	10    	2     	1     	5     	
Vardas240      Pavarde240     6     	3     	7     	2     	5     	8     	4     	1     	5     	6     	3     	10    	3     	6     	3     	10    	
Vardas241      Pavarde241     5     	4     	5     	4     	8     	10    	8     	3     	2     	1     	6     	3     	8     	4     	7     	5     	
Vardas242      Pavarde242     3     	3     	5     	10    	7     	10    	8     	6     	6     	10    	1     	1     	9     	2     	1     	10    	
Vardas243      Pavarde243     5     	7     	10    	5     	3     	1     	1     	10    	1     	3     	6     	1     	3     	8     	2     	4     	
Vardas244      Pavarde244     4     	5     	10    	6     	8     	6     	10    	2     	5     	2     	6     	9     	10    	5     	7     	1     	
Vardas245      Pavarde245     7     	8     	3     	5     	4     	2     	2     	1     	3     	5     	2     	6     	7     	5     	5     	9     	
Vardas246      Pavarde246     8     	10    	4     	6     	8     	4     	1     	5     	8     	8     	7     	8     	2     	2     	1     	8     	
Vardas247      Pavarde247     8     	5     	1     	3     	1     	4     	5     	9     	1     	6     	8     	10    	7     	7     	6     	1     	
Vardas248      Pavarde248     7     	7     	2     	7     	2     	8     	4     	3     	3     	1     	10    	4     	6     	3     	9     	2     	
Vardas249      Pavarde249     10    	1     	4     	1     	5     	7     	6     	4     	6     	10    	1     	3     	10    	4     	9     	1     	
Vardas250      Pavarde250     5     	10    	6     	6     	10    	10    	9     	7     	3     	2     	6     	3     	8     	3     	4     	10    	
Vardas251      Pavarde251     3     	2     	2     	7     	6     	5     	10    	2     	2     	6     	7     	10    	6     	8     	1     	9     	
Vardas252      Pavarde252     1     	5     	4     	9     	6     	3     	4     	1     	8     	6     	8     	2     	3     	8     	6     	9     	
Vardas253      Pavarde253     9     	1     	10    	5     	4     	6     	2     	8     	3     	10    	7     	9     	9     	6     	6     	4     	
Vardas254      Pavarde254     7     	7     	9     	3     	3     	9     	1     	9     	4     	1     	2     	8     	10    	2     	4     	8     	
Vardas255      Pavarde255     9     	3     	10    	10    	7     	1     	7     	1     	9     	5     	6     	8     	1     	9     	8     	9     	
Vardas256      Pavarde256     8     	3     	1     	3     	4     	3     	4     	1     	7     	1     	3     	1     	2     	1     	3     	1     	
Vardas257      Pavarde257     3     	7     	6     	4     	2     	5     	9     	10    	7     	5     	3     	7     	1     	3     	3     	4     	
Vardas258      Pavarde258     10    	7     	3     	2     	8     	5     	7     	7     	6     	3     	10    	4     	1     	3     	9     	8     	
Vardas259      Pavarde259     4     	1     	4     	5     	8     	5     	2     	6     	8     	1     	2     	4     	9     	4     	4     	1     	
Vardas260      Pavarde260     8     	2     	2     	5     	1     	6     	8     	6     	9     	8     	4     	1     	3     	1     	3     	6     	
Vardas261      Pavarde261     9     	7     	5     	7     	4     	2     	5     	3     	7     	7     	1     	3     	5     	10    	6     	6     	
Vardas262      Pavarde262     3     	6     	9     	6     	3     	2     	3     	7     	3     	7     	6     	7     	3     	3     	2     	10    	
Vardas263      Pavarde263     3     	3     	2     	4     	5     	5     	6     	10    	5     	8     	7     	3     	3     	3     	9     	4     	
Vardas264      Pavarde264     10    	6     	3     	8     	4     	5     	4     	6     	9     	4     	1     	2     	2     	2     	4     	5     	
Vardas265      Pavarde265     2     	5     	1     	7     	5     	4     	10    	2     	8     	6     	8     	5     	4     	5     	9     	9     	
Vardas266      Pavarde266     10    	10    	2     	6     	4     	6     	7     	3     	9     	1     	1     	10    	4     	2     	1     	4     	
Vardas267      Pavarde267     7     	4     	9     	6     	5     	1     	1     	5     	9     	3     	8     	1     	4     	9     	6     	1     	
Vardas268      Pavarde268     1     	5     	1     	7     	4     	10    	10    	8     	1     	4     	10    	5     	10    	6     	5     	9     	
Vardas269      Pavarde269     1     	9     	5     	2     	3     	5     	6     	3     	3     	1     	7     	10    	4     	8     	4     	7     	
Vardas270      Pavarde270     9     	2     	9     	10    	1     	6     	1     	7     	9     	9     	1     	4     	1     	3     	6     	6     	
Vardas271      Pavarde271     9     	10    	3     	10    	10    	8     	5     	6     	8     	1     	2     	6     	7     	7     	7     	5     	
Vardas272      Pavarde272     10    	1     	7     	10    	10    	9     	10    	2     	3     	1     	10    	8     	2     	6     	9     	5     	
Vardas273      Pavarde273     4     	3     	4     	6     	2     	6     	10    	5     	4     	5     	7     	5     	8     	8     	1     	2     	
Vardas274      Pavarde274     6     	9     	4     	5     	5     	2     	1     	4     	2     	5     	10    	10    	9     	3     	10    	6     	
Vardas275      Pavarde275     10    	7     	4     	1     	10    	2     	9     	10    	7     	8     	9     	7     	9     	8     	2     	2     	
Vardas276      Pavarde276     6     	2     	9     	4     	7     	9     	5     	3     	1     	5     	7     	9     	8     	8     	6     	6     	
Vardas277      Pavarde277     10    	10    	4     	1     	7     	6     	5     	4     	8     	4     	5     	6     	2     	1     	9     	7     	
Vardas278      Pavarde278     8     	9     	9     	6     	2     	5     	3     	9     	1     	2     	8     	3     	5     	8     	6     	5     	
Vardas279      Pavarde279     10    	5     	8     	8     	3     	1     	8     	5     	6     	5     	1     	10    	6     	2     	1     	7     	
Vardas280      Pavarde280     8     	7     	5     	10    	3     	7     	7     	8     	7     	5     	9     	1     	4     	9     	4     	7     	
Vardas281      Pavarde281     9     	7     	6     	7     	6     	4     	4     	10    	7     	6     	4     	10    	5     	2     	9     	9     	
Vardas282      Pavarde282     6     	4     	7     	4     	2     	5     	7     	9     	2     	7     	2     	3     	4     	10    	4     	9     	
Vardas283      Pavarde283     7     	1     	4     	9     	9     	9     	9     	4     	1     	1     	10    	10    	3     	8     	10    	6     	
Vardas284      Pavarde284     3     	3     	10    	8     	2     	7     	2     	6     	7     	7     	8     	3     	10    	10    	6     	3     	
Vardas285      Pavarde285     7     	9     	1     	1     	4     	6     	8     	10    	4     	5     	2     	8     	6     	7     	10    	6     	
Vardas286      Pavarde286     9     	8     	1     	7     	2     	8     	8     	1     	9     	3     	4     	1     	4     	7     	7     	4     	
Vardas287      Pavarde287     2     	7     	7     	2     	8     	5     	3     	2     	10    	1     	2     	1     	2     	3     	10    	3     	
Vardas288      Pavarde288     8     	10    	2     	8     	3     	4     	2     	2     	10    	5     	3     	5     	10    	9     	1     	1     	
Vardas289      Pavarde289     9     	3     	8     	2     	9     	6     	8     	9     	2     	5     	7     	10    	9     	5     	8     	4     	
Vardas290      Pavarde290     6     	3     	10    	8     	4     	7     	2     	6     	5     	2     	3     	7     	2     	7     	10    	10    	
Vardas291      Pavarde291     6     	7     	10    	4     	4     	6     	4     	3     	10    	5     	2     	5     	3     	8     	1     	6     	
Vardas292      Pavarde292     8     	2     	3     	9     	1     	4     	4     	9     	10    	9     	3     	6     	1     	2     	10    	6     	
Vardas293      Pavarde293     10    	5     	8     	9     	8     	4     	3     	5     	1     	8     	6     	2     	7     	3     	6     	4     	
Vardas294      Pavarde294     1     	1     	3     	6     	7     	4     	5     	6     	8     	4     	5     	8     	3     	8     	3     	5     	
Vardas295      Pavarde295     10    	9     	4     	5     	4     	10    	3     	5     	5     	10    	2     	2     	6     	10    	6     	10    	
Vardas296      Pavarde296     7     	5     	6     	8     	3     	10    	6     	5     	5     	2     	2     	1     	7     	5     	4     	10    	
Vardas297      Pavarde297     6     	10    	7     	5     	3     	9     	6     	3     	1     	6     	3     	9     	10    	2     	8     	10    	
Vardas298      Pavarde298     3     	4     	5     	6     	7     	9     	6     	10    	5     	1     	6     	3     	1     	2     	8     	6     	
Vardas299      Pavarde299     2     	7     	4     	7     	5     	5     	2     	3     	6     	4     	5     	3     	6     	3     	6     	9     	
Vardas300      Pavarde300     7     	6     	1     	9     	9     	1     	2     	2     	10    	4     	2     	8     	9     	7     	10    	4     	
Vardas301      Pavarde301     9     	10    	5     	10    	5     	6     	1     	1     	1     	6     	4     	10    	9     	3     	4     	2     	
Vardas302      Pavarde302     5     	5     	4     	4     	1     	4     	6     	8     	2     	8     	6     	9     	8     	7     	3     	3     	
Vardas303      Pavarde303     3     	5     	3     	7     	9     	3     	6     	1     	2     	1     	7     	10    	6     	2     	8     	10    	
Vardas304      Pavarde304     9     	3     	5     	3     	5     	5     	10    	5     	8     	1     	8     	5     	5     	8     	9     	2     	
Vardas305      Pavarde305     3     	5     	10    	9     	10    	7     	5     	3     	1     	8     	7     	3     	3     	8     	4     	7     	
Vardas306      Pavarde306     3     	7     	6     	3     	4     	6     	5     	8     	7     	2     	2     	5     	4     	7     	3     	6     	
Vardas307      Pavarde307     2     	1     	1     	6     	2     	2     	2     	7     	10    	9     	8     	2     	9     	1     	7     	1     	
Vardas308      Pavarde308     9     	10    	10    	10    	1     	10    	8     	9     	7     	5     	2     	10    	9     	4     	2     	2     	
Vardas309      Pavarde309     9     	1     	4     	10    	9     	9     	10    	9     	2     	9     	9     	3     	2     	2     	1     	6     	
Vardas310      Pavarde310     9     	3     	1     	6     	8     	2     	3     	1     	3     	2     	6     	10    	6     	4     	4     	9     	
Vardas311      Pavarde311     5     	2     	5     	5     	8     	1     	4     	5     	8     	4     	4     	4     	1     	5     	9     	2     	
Vardas312      Pavarde312     4     	10    	6     	2     	7     	6     	3     	9     	5     	1     	9     	10    	3     	6     	5     	1     	
Vardas313      Pavarde313     6     	2     	5     	8     	2     	5     	3     	3     	2     	9     	5     	8     	9     	2     	4     	3     	
Vardas314      Pavarde314     2     	5     	3     	7     	1     	6     	8     	6     	2     	10    	1     	3     	4     	7     	7     	7     	
Vardas315      Pavarde315     1     	5     	2     	9     	8     	10    	10    	2     	7     	8     	2     	3     	1     	10    	1     	9     	
Vardas316      Pavarde316     6     	7     	2     	2     	1     	6     	5     	6     	3     	5     	5     	10    	8     	4     	9     	5     	
Vardas317      Pavarde317     2     	10    	6     	6     	2     	1     	2     	7     	1     	5     	9     	8     	6     	6     	1     	2     	
Vardas318      Pavarde318     5     	8     	8     	9     	8     	9     	10    	1     	8     	8     	10    	9     	10    	4     	5     	8     	
Vardas319      Pavarde319     2     	9     	8     	4     	3     	1     	7     	2     	4     	8     	9     	10    	9     	1     	10    	6     	
Vardas320      Pavarde320     6     	4     	2     	1     	5     	3     	4     	5     	10    	3     	4     	1     	8     	7     	10    	2     	
Vardas321      Pavarde321     2     	6     	10    	1     	1     	8     	3     	6     	8     	2     	2     	5     	4     	4     	3     	4     	
Vardas322      Pavarde322     10    	4     	7     	6     	5     	8     	7     	5     	3     	7     	1     	7     	1     	1     	4     	7     	
Vardas323      Pavarde323     10    	10    	2     	1     	8     	7     	4     	2     	4     	5     	4     	2     	1     	9     	5     	5     	
Vardas324      Pavarde324     8     	7     	3     	10    	6     	5     	2     	4     	2     	2     	7     	2     	8     	9     	1     	8     	
Vardas325      Pavarde325     2     	9     	1     	1     	2     	10    	3     	4     	6     	9     	3     	9     	1     	8     	10    	4     	
Vardas326      Pavarde326     1     	9     	7     	9     	6     	6     	2     	10    	5     	2     	9     	10    	5     	4     	10    	5     	
Vardas327      Pavarde327     2     	4     	9     	2     	8     	5     	3     	6     	2     	8     	1     	8     	1     	2     	9     	1     	
Vardas328      Pavarde328     7     	9     	1     	3     	6     	4     	9     	8     	6     	9     	2     	6     	7     	1     	8     	8     	
Vardas329      Pavarde329     9     	1     	3     	4     	2     	5     	8     	1     	1     	10    	7     	8     	1     	10    	4     	10    	
Vardas330      Pavarde330     8     	4     	8     	2     	9     	6     	8     	6     	5     	8     	6     	2     	4     	5     	1     	5     	
Vardas331      Pavarde331     10    	5     	1     	7     	9     	7     	7     	8     	3     	7     	3     	9     	10    	4     	3     	8     	
Vardas332      Pavarde332     5     	10    	4     	2     	8     	8     	2     	10    	3     	5     	8     	1     	6     	8     	4     	9     	
Vardas333      Pavarde333     5     	3     	7     	2     	3     	5     	2     	3     	10    	3     	6     	4     	4     	8     	3     	6     	
Vardas334      Pavarde334     4     	1     	1     	5     	2     	9     	3     	4     	1     	8     	1     	6     	3     	5     	2     	2     	
Vardas335      Pavarde335     6     	8     	3     	10    	5     	7     	4     	5     	6     	2     	4     	9     	7     	4     	8     	3     	
Vardas336      Pavarde336     10    	7     	1     	7     	7     	5     	5     	4     	2     	9     	10    	4     	3     	3     	6     	9     	
Vardas337      Pavarde337     9     	7     	4     	10    	2     	1     	8     	10    	4     	9     	6     	4     	4     	4     	6     	3     	
Vardas338      Pavarde338     5     	3     	7     	5     	9     	6     	6     	10    	10    	3     	2     	6     	2     	2     	6     	2     	
Vardas339      Pavarde339     9     	9     	4     	6     	7     	1     	1     	4     	9     	4     	10    	2     	8     	7     	9     	5     	
Vardas340      Pavarde340     1     	7     	9     	2     	5     	7     	2     	6     	9     	6     	6     	5     	3     	4     	4     	2     	
Vardas341      Pavarde341     5     	7     	8     	5     	6     	8     	9     	5     	5     	10    	6     	6     	8     	5     	10    	9     	
Vardas342      Pavarde342     10    	5     	8     	5     	10    	7     	5     	6     	3     	2     	4     	6     	7     	6     	4     	9     	
Vardas343      Pavarde343     4     	7     	3     	8     	6     	5     	2     	7     	7     	7     	3     	5     	9     	1     	6     	10    	
Vardas344      Pavarde344     10    	1     	8     	3     	4     	8     	9     	6     	5     	10    	7     	10    	1     	5     	4     	6     	
Vardas345      Pavarde345     9     	9     	1     	10    	8     	7     	5     	10    	3     	2     	5     	6     	8     	1     	4     	5     	
Vardas346      Pavarde346     1     	6     	2     	10    	7     	4     	5     	5     	1     	3     	8     	4     	8     	10    	5     	10    	
Vardas347      Pavarde347     7     	1     	6     	10    	3     	6     	6     	3     	2     	5     	10    	9     	3     	7     	10    	5     	
Vardas348      Pavarde348     4     	5     	9     	8     	4     	8     	2     	3     	2     	3     	1     	5     	5     	2     	10    	3     	
Vardas349      Pavarde349     5     	2     	3     	5     	10    	2     	4     	5     	7     	9     	6     	9     	6     	10    	6     	6     	
Vardas350      Pavarde350     7     	3     	6     	5     	2     	10    	2     	8     	10    	8     	8     	9     	9     	3     	2     	10    	
Vardas351      Pavarde351     7     	7     	4     	6     	4     	10    	10    	7     	4     	3     	10    	6     	6     	3     	6     	7     	
Vardas352      Pavarde352     5     	5     	5     	4     	4     	3     	9     	10    	8     	5     	7     	5     	5     	10    	7     	10    	
Vardas353      Pavarde353     1     	5     	1     	4     	1     	2     	2     	3     	2     	10    	5     	3     	8     	3     	1     	8     	
Vardas354      Pavarde354     1     	5     	3     	7     	5     	1     	6     	4     	9     	4     	7     	7     	4     	10    	4     	2     	
Vardas355      Pavarde355     2     	4     	4     	1     	9     	3     	2     	9     	2     	2     	7     	7     	10    	7     	7     	8     	
Vardas356      Pavarde356     7     	4     	3     	3     	2     	3     	10    	7     	1     	9     	6     	8     	9     	6     	8     	9     	
Vardas357      Pavarde357     4     	5     	10    	2     	10    	5     	1     	6     	10    	7     	1     	9     	7     	5     	4     	8     	
Vardas358      Pavarde358     6     	3     	4     	2     	8     	10    	10    	3     	8     	3     	2     	6     	4     	4     	9     	2     	
Vardas359      Pavarde359     7     	6     	7     	3     	1     	4     	2     	4     	5     	5     	5     	2     	5     	9     	2     	9     	
Vardas360      Pavarde360     9     	4     	8     	1     	7     	1     	6     	4     	3     	3     	8     	9     	10    	7     	8     	10    	
Vardas361      Pavarde361     7     	2     	8     	7     	10    	1     	8     	6     	4     	2     	8     	4     	5     	4     	4     	6     	
Vardas362      Pavarde362     6     	2     	8     	3     	5     	9     	8     	7     	10    	9     	2     	1     	5     	1     	7     	2     	
Vardas363      Pavarde363     7     	10    	2     	9     	5     	1     	10    	4     	1     	1     	9     	8     	4     	9     	9     	1     	
Vardas364      Pavarde364     4     	2     	2     	3     	4     	9     	1     	4     	10    	4     	4     	6     	5     	5     	9     	3     	
Vardas365      Pavarde365     5     	5     	10    	3     	6     	5     	1     	7     	2     	3     	2     	1     	4     	1     	1     	3     	
Vardas366      Pavarde366     10    	5     	10    	6     	3     	10    	3     	8     	1     	4     	3     	4     	3     	4     	6     	7     	
Vardas367      Pavarde367     10    	6     	9     	8     	6     	3     	8     	5     	7     	9     	1     	8     	1     	8     	5     	6     	
Vardas368      Pavarde368     8     	4     	4     	7     	2     	3     	5     	7     	5     	4     	8     	4     	2     	4     	5     	5     	
Vardas369      Pavarde369     8     	7     	7     	3     	10    	8     	8     	6     	6     	10    	4     	3     	10    	8     	2     	8     	
Vardas370      Pavarde370     4     	9     	4     	10    	6     	9     	7     	9     	1     	4     	7     	6     	3     	10    	10    	10    	
Vardas371      Pavarde371     8     	5     	10    	5     	7     	3     	10    	7     	7     	6     	5     	3     	7     	9     	4     	5     	
Vardas372      Pavarde372     4     	9     	5     	5     	2     	2     	2     	9     	1     	6     	6     	9     	4     	7     	2     	7     	
Vardas373      Pavarde373     3     	2     	1     	2     	1     	2     	10    	8     	6     	5     	6     	8     	8     	5     	1     	1     	
Vardas374      Pavarde374     3     	6     	8     	4     	9     	6     	5     	5     	8     	10    	2     	10    	3     	2     	10    	3     	
Vardas375      Pavarde375     8     	8     	9     	9     	6     	1     	5     	10    	5     	9     	5     	5     	8     	10    	5     	5     	
Vardas376      Pavarde376     6     	4     	7     	2     	1     	1     	3     	4     	3     	7     	5     	9     	1     	8     	9     	6     	
Vardas377      Pavarde377     10    	2     	5     	4     	1     	3     	3     	9     	6     	7     	8     	2     	5     	7     	5     	5     	
Vardas378      Pavarde378     1     	9     	6     	9     	6     	4     	2     	9     	4     	4     	10    	8     	3     	1     	9     	4     	
Vardas379      Pavarde379     8     	7     	7     	5     	6     	7     	10    	3     	9     	2     	3     	4     	5     	6     	5     	1     	
Vardas380      Pavarde380     3     	8     	9     	2     	7     	4     	9     	3     	4     	4     	2     	1     	4     	1     	2     	8     	
Vardas381      Pavarde381     4     	3     	9     	1     	8     	5     	8     	7     	7     	6     	7     	3     	1     	5     	6     	4     	
Vardas382      Pavarde382     7     	9     	2     	1     	3     	2     	1     	5     	3     	6     	3     	5     	1     	10    	7     	4     	
Vardas383      Pavarde383     8     	2     	3     	6     	5     	2     	10    	7     	3     	4     	4     	2     	4     	2     	7     	2     	
Vardas384      Pavarde384     2     	9     	8     	9     	9     	7     	1     	3     	10    	5     	10    	5     	1     	5     	9     	8     	
Vardas385      Pavarde385     9     	4     	10    	10    	1     	5     	10    	6     	6     	8     	5     	5     	9     	5     	4     	5     	
Vardas386      Pavarde386     9     	3     	1     	7     	3     	7     	1     	8     	4     	9     	9     	1     	8     	3     	8     	10    	
Vardas387      Pavarde387     3     	7     	7     	8     	2     	1     	6     	2     	1     	10    	1     	2     	10    	8     	3     	4     	
Vardas388      Pavarde388     2     	10    	3     	3     	7     	7     	6     	2     	5     	4     	5     	6     	1     	4     	6     	6     	
Vardas389      Pavarde389     8     	6     	5     	5     	4     	9     	10    	8     	6     	3     	3     	2     	6     	3     	5     	5     	
Vardas390      Pavarde390     3     	4     	5     	9     	10    	5     	7     	6     	9     	1     	1     	7     	5     	3     	10    	2     	
Vardas391      Pavarde391     2     	5     	2     	2     	5     	1     	9     	5     	10    	8     	4     	7     	9     	5     	8     	7     	
Vardas392      Pavarde392     3     	1     	5     	2     	2     	4     	8     	1     	6     	7     	4     	4     	6     	10    	5     	10    	
Vardas393      Pavarde393     3     	2     	4     	6     	7     	6     	7     	9     	4     	7     	9     	3     	6     	7     	5     	10    	
Vardas394      Pavarde394     9     	5     	5     	6     	4     	1     	5     	2     	6     	6     	3     	1     	5     	8     	10    	4     	
Vardas395      Pavarde395     4     	7     	2     	8     	2     	9     	6     	6     	5     	1     	8     	1     	1     	8     	3     	6     	
Vardas396      Pavarde396     10    	9     	5     	2     	6     	4     	10    	1     	8     	5     	7     	5     	10    	5     	6     	3     	
Vardas397      Pavarde397     1     	2     	1     	6     	7     	3     	7     	1     	7     	6     	3     	7     	2     	8     	6     	7     	
Vardas398      Pavarde398     6     	2     	5     	7     	7     	9     	5     	5     	5     	2     	1     	1     	8     	8     	10    	10    	
Vardas399      Pavarde399     7     	10    	9     	8     	4     	3     	8     	1     	6     	5     	3     	7     	2     	8     	7     	6     	
Vardas400      Pavarde400     3     	4     	7     	8     	2     	4     	3     	10    	5     	3     	3     	3     	5     	1     	2     	7     	
Vardas401      Pavarde401     5     	1     	8     	6     	3     	3     	1     	5     	10    	9     	5     	9     	9     	2     	6     	3     	
Vardas402      Pavarde402     6     	8     	7     	8     	7     	4     	6     	1     	8     	2     	6     	2     	9     	2     	9     	7     	
Vardas403      Pavarde403     1     	8     	6     	4     	9     	5     	6     	5     	10    	8     	4     	7     	5     	2     	10    	3     	
Vardas404      Pavarde404     2     	1     	5     	9     	2     	3     	8     	2     	10    	9     	3     	1     	6     	3     	10    	1     	
Vardas405      Pavarde405     1     	3     	9     	4     	2     	5     	8     	1     	8     	4     	8     	7     	8     	5     	10    	5     	
Vardas406      Pavarde406     8     	7     	1     	1     	4     	8     	9     	10    	4     	4     	1     	10    	3     	3     	2     	6     	
Vardas407      Pavarde407     9     	3     	9     	5     	7     	6     	9     	5     	2     	9     	2     	3     	6     	2     	4     	9     	
Vardas408      Pavarde408     5     	3     	4     	2     	6     	3     	9     	5     	3     	7     	7     	2     	7     	6     	7     	6     	
Vardas409      Pavarde409     5     	8     	5     	7     	9     	8     	10    	2     	1     	1     	6     	4     	5     	4     	6     	2     	
Vardas410      Pavarde410     5     	1     	9     	4     	3     	8     	9     	6     	9     	2     	3     	6     	10    	1     	2     	9     	
Vardas411      Pavarde411     6     	9     	7     	2     	7     	9     	7     	5     	5     	7     	6     	8     	2     	9     	7     	3     	
Vardas412      Pavarde412     5     	10    	2     	7     	4     	1     	4     	8     	8     	4     	6     	6     	5     	3     	8     	10    	
Vardas413      Pavarde413     8     	10    	4     	4     	7     	9     	9     	5     	2     	2     	5     	9     	10    	5     	1     	1     	
Vardas414      Pavarde414     9     	9     	10    	8     	5     	6     	5     	8     	1     	4     	1     	8     	9     	1     	6     	6     	
Vardas415      Pavarde415     10    	6     	9     	5     	10    	5     	6     	1     	7     	6     	10    	3     	5     	10    	7     	7     	
Vardas416      Pavarde416     8     	1     	8     	10    	2     	6     	2     	2     	5     	2     	7     	8     	4     	7     	8     	10    	
Vardas417      Pavarde417     4     	1     	4     	3     	9     	4     	7     	5     	5     	10    	8     	1     	5     	6     	6     	7     	
Vardas418      Pavarde418     6     	8     	4     	9     	9     	9     	6     	8     	5     	6     	4     	4     	1     	1     	6     	8     	
Vardas419      Pavarde419     2     	10    	5     	3     	4     	4     	6     	2     	2     	4     	8     	7     	2     	1     	9     	10    	
Vardas420      Pavarde420     9     	10    	5     	8     	7     	10    	9     	10    	3     	5     	10    	4     	9     	3     	9     	8     	
Vardas421      Pavarde421     6     	2     	6     	8     	1     	9     	6     	10    	5     	2     	3     	10    	6     	7     	4     	9     	
Vardas422      Pavarde422     8     	10    	3     	8     	6     	6     	2     	3     	10    	9     	9     	4     	6     	3     	10    	6     	
Vardas423      Pavarde423     2     	8     	9     	8     	8     	3     	2     	7     	4     	8     	3     	6     	6     	3     	5     	6     	
Vardas424      Pavarde424     6     	6     	1     	5     	6     	4     	3     	3     	3     	1     	3     	4     	9     	2     	2     	8     	
Vardas425      Pavarde425     10    	8     	10    	7     	8     	4     	1     	6     	3     	2     	3     	9     	4     	6     	4     	10    	
Vardas426      Pavarde426     5     	5     	6     	10    	2     	1     	2     	4     	9     	8     	5     	2     	4     	7     	1     	8     	
Vardas427      Pavarde427     9     	2     	4     	10    	4     	4     	3     	6     	8     	2     	2     	6     	5     	9     	7     	2     	
Vardas428      Pavarde428     6     	6     	10    	8     	1     	5     	9     	9     	10    	8     	5     	8     	8     	9     	6     	10    	
Vardas429      Pavarde429     5     	1     	8     	4     	4     	3     	2     	2     	2     	2     	1     	3     	10    	6     	4     	1     	
Vardas430      Pavarde430     7     	6     	9     	7     	9     	3     	8     	5     	3     	1     	6     	7     	6     	2     	3     	1     	
Vardas431      Pavarde431     9     	9     	7     	1     	2     	5     	9     	8     	5     	5     	8     	1     	3     	7     	7     	3     	
Vardas432      Pavarde432     5     	1     	7     	3     	6     	2     	7     	3     	1     	1     	5     	9     	7     	10    	10    	7     	
Vardas433      Pavarde433     9     	3     	3     	4     	3     	6     	4     	8     	5     	7     	2     	5     	6     	8     	7     	6     	
Vardas434      Pavarde434     2     	8     	4     	9     	1     	9     	6     	10    	9     	7     	2     	3     	5     	8     	8     	1     	
Vardas435      Pavarde435     3     	9     	5     	5     	10    	5     	6     	3     	3     	4     	10    	3     	9     	6     	10    	8     	
Vardas436      Pavarde436     5     	4     	5     	9     	2     	9     	3     	2     	10    	7     	3     	3     	3     	6     	4     	3     	
Vardas437      Pavarde437     5     	2     	5     	10    	4     	2     	8     	1     	10    	9     	1     	7     	8     	5     	1     	8     	
Vardas438      Pavarde438     8     	1     	8     	1     	10    	8     	9     	8     	7     	10    	9     	5     	8     	6     	7     	2     	
Vardas439      Pavarde439     6     	2     	5     	10    	8     	4     	8     	7     	1     	10    	2     	2     	4     	6     	2     	5     	
Vardas440      Pavarde440     7     	8     	3     	4     	10    	5     	4     	2     	9     	8     	6     	1     	10    	7     	8     	8     	
Vardas441      Pavarde441     6     	4     	1     	3     	7     	10    	2     	8     	6     	2     	1     	4     	3     	6     	2     	2     	
Vardas442      Pavarde442     10    	8     	3     	8     	1     	2     	10    	10    	6     	3     	1     	1     	10    	8     	7     	1     	
Vardas443      Pavarde443     8     	8     	8     	7     	2     	2     	1     	6     	7     	8     	8     	1     	7     	8     	3     	10    	
Vardas444      Pavarde444     10    	6     	2     	4     	2     	2     	10    	3     	10    	3     	3     	8     	1     	4     	7     	3     	
Vardas445      Pavarde445     4     	10    	5     	1     	4     	7     	6     	3     	9     	1     	3     	4     	7     	5     	6     	6     	
Vardas446      Pavarde446     10    	3     	8     	1     	2     	8     	5     	4     	4     	4     	6     	2     	8     	6     	5     	3     	
Vardas447      Pavarde447     3     	9     	5     	1     	4     	10    	3     	10    	5     	1     	8     	10    	1     	1     	6     	1     	
